的	dik
量	lxj
論	lxn
告	gou
息	sik
讓	yxj
決	kvd
未	mri
花	fa
收	seu
滿	mun
每	mui
華	fa
華	huj
華	wa
業	yip
南	nam
覺	gau
覺	gok
電	din
空	huj
眼	jan
聽	trj
聽	tij
遠	yvn
師	si
元	yvn
請	crj
請	cij
容	yuj
她	ta
軍	gwen
士	si
百	bak
辦	ban
語	yv
期	kri
北	bek
林	lem
識	sik
半	bun
夫	fu
客	hak
戰	zin
院	yvn
城	srj
城	sij
候	heu
單	dan
單	sin
音	yem
臺	toi
死	po
死	sri
死	si
視	si
領	lrj
領	lij
失	sed
司	si
親	cen
始	ci
極	gik
雙	sxj
令	lij
改	goi
功	guj
程	cij
愛	joi
愛	oi
德	dek
復	fuk
切	cei
切	cid
隨	cxi
李	lri
員	yvn
員	wen
離	lri
輕	hrj
輕	hij
觀	gun
青	crj
青	cij
足	zuk
落	dri
落	lek
落	lok
叫	giu
根	gen
怎	zem
持	ci
精	
精	zrj
精	zij
送	suj
眾	zuj
影	yij
八	bad
首	seu
包	bau
準	zxn
興	hij
紅	huj
達	dad
達	tad
早	zou
盡	zxn
故	gu
房	foj
引	yen
火	fo
站	zam
似	ci
找	zau
備	bri
調	diu
調	tiu
斷	dvn
斷	tvn
設	cid
格	gak
消	siu
拉	lai
拉	lap
照	ziu
布	bou
友	yeu
整	zij
術	sxd
石	srk
展	zin
緊	gen
據	gxi
終	zuj
周	zeu
式	sik
舉	gxi
飛	fri
飛	fi
片	pin
雖	sxi
易	yi
易	yik
運	wen
笑	siu
雲	wen
建	gin
談	tam
界	gai
務	mou
寫	sr
錢	cin
商	sxj
樂	lok
樂	jau
樂	jok
推	txi
注	zv
越	yvd
千	cin
微	mri
若	yr
若	yxk
約	yxk
英	yij
集	zap
示	si
呢	li
呢	nr
呢	nri
呢	ni
待	doi
坐	co
坐	zo
議	yi
乎	fu
留	leu
稱	cij
品	ben
志	zi
黑	hak
黑	hek
存	cvn
六	luk
造	cou
造	zou
低	dei
江	goj
念	nim
產	can
刻	hek
節	zid
爾	yi
吃	ged
吃	hrk
勢	sei
依	yi
圖	tou
共	guj
曾	cej
曾	zej
響	hxj
底	dei
裝	zoj
具	gxi
具	kxi
喜	hri
嚴	yim
九	geu
況	foj
跟	gen
羅	lo
須	sxi
須	sou
顯	hin
熱	yid
病	brj
病	sri
證	zij
剛	goj
治	ci
治	zi
絕	zvd
群	quen
市	si
陽	yxj
確	kok
究	geu
久	geu
除	cxi
聞	men
答	dap
段	dvn
官	gun
政	zij
類	lxi
黃	woj
武	mou
七	ced
支	zi
費	fei
父	fu
統	tuj
府	fu
查	ca
般	bo
般	bun
般	pun
斯	si
倒	dou
突	ded
號	hou
樹	sv
拿	na
克	hak
克	hek
初	co
廣	gwoj
奇	gri
奇	kri
願	yvn
歡	fun
希	hri
母	mou
香	hxj
破	po
誰	sxi
致	zi
線	sin
急	gep
古	gu
既	gri
句	gxi
京	gij
甚	sem
仍	yij
晚	man
爭	zaj
爭	zej
遊	yeu
龍	luj
餘	yv
護	wu
另	lij
器	hri
細	sei
木	muk
權	kvn
星	sij
哪	na
苦	fu
孩	hai
試	si
朝	ciu
朝	ziu
阿	a
阿	o
隊	dxi
居	gxi
害	hoi
獨	duk
講	goj
錯	co
錯	cok
局	guk
男	nam
差	ca
差	cai
差	ci
參	cam
參	sam
參	sem
社	sr
換	wun
選	svn
止	zi
際	zei
假	ga
漢	hon
夠	geu
訴	sou
資	zi
密	med
案	on
史	si
較	gau
環	wan
投	teu
靜	zij
寶	bou
專	zvn
修	seu
室	sed
區	kxi
料	liu
幫	boj
衣	yi
竟	gij
模	mou
臉	lim
善	sin
兵	bij
兵	yi
考	hau
規	quei
聯	lvn
團	tvn
冷	laj
玉	yuk
施	si
派	pa
派	pai
紀	gri
採	coi
歷	lik
顧	gu
春	cxn
責	zak
夜	yr
畫	wa
畫	wak
驚	grj
驚	gij
銀	jen
負	fu
續	zuk
嗎	ma
簡	gan
章	zxj
左	zo
塊	fai
索	sak
索	sok
酒	zeu
值	zik
態	tai
按	on
陳	cen
陳	zen
河	ho
巴	ba
巴	pa
衝	cuj
陣	zen
境	gij
助	zo
角	gok
戶	wu
亂	lvn
呼	fu
靈	lij
腳	gxk
繼	gei
樓	leu
景	gij
怕	pa
停	tij
鐵	tid
異	yi
謝	zr
否	feu
否	pri
傷	sxj
蘭	lan
置	zi
醫	yi
良	lxj
承	srj
承	sij
福	fuk
科	fo
屬	suk
屬	zuk
圍	wei
需	sxi
退	txi
基	gri
右	yeu
速	cuk
適	sik
藥	yxk
懷	wai
擊	gik
買	mai
素	sou
背	bui
歲	sxi
土	tou
忙	moj
充	cuj
排	pai
價	ga
價	lok
質	zed
質	zi
遇	yv
端	dvn
列	lid
印	yen
印	jen
貴	gwei
疑	yi
露	lou
哥	go
殺	sad
標	biu
招	ziu
血	hvd
禮	lei
弟	dei
弟	di
亮	lxj
齊	cei
穿	cvn
腦	nou
委	wei
州	zeu
某	meu
順	sxn
省	saj
省	sij
討	tou
尚	sxj
維	wei
板	ban
散	san
項	hoj
狀	zoj
追	zxi
筆	bed
副	fu
層	cej
沙	sa
養	yxj
讀	duk
習	zap
永	wij
草	cou
胡	wu
濟	zei
執	zep
察	cad
歸	gwei
富	fu
座	zo
雨	yv
堂	toj
威	wei
忽	fed
蘇	sou
船	svn
罪	zxi
敢	gem
婦	fu
村	cvn
著	zv
食	deu
食	yi
食	yuk
食	sik
食	sid
食	zi
導	dou
免	min
溫	wen
莫	mok
掌	zxj
激	gik
慢	man
託	tok
勝	sij
險	him
尋	cem
守	seu
波	bo
雷	lxi
沉	cem
沉	sem
沉	zem
秀	seu
職	zik
驗	yim
靠	kau
楚	co
略	lxk
族	zuk
藏	coj
藏	zoj
麗	lei
漸	zim
僅	gen
肯	hej
擔	dam
揚	yxj
盤	pun
唐	toj
鍾	zuj
級	kep
毛	mou
毛	zid
營	yij
堅	gin
鬆	cuj
鬆	suj
皮	mok
皮	pri
供	guj
店	dim
飯	fan
範	fan
哈	ha
趕	gon
吧	ba
雪	svd
鬥	deu
效	hau
臨	lem
農	nuj
味	mri
惡	jok
惡	ok
惡	wu
煙	yin
園	yvn
烈	lid
配	pui
雜	zap
短	dvn
衛	wei
跳	tiu
孫	svn
曲	kuk
封	bau
封	fuj
抓	za
抓	zau
移	yi
頓	dxn
律	lxd
賣	mai
藝	jei
舊	geu
朋	pej
救	geu
防	foj
脫	txi
脫	tvd
翻	fan
劃	wa
劃	wak
迎	yij
痛	tuj
校	gau
校	hau
窗	cxj
宣	svn
鄉	hxj
楊	yxj
葉	hip
葉	yip
警	gij
限	han
湖	wu
軟	yvn
掉	diu
財	coi
詞	ci
壓	ad
揮	fei
超	ciu
屋	uk
秋	ceu
跑	pau
忘	moj
館	gun
暗	em
暗	jem
班	ban
黨	doj
宗	zuj
壞	wai
技	gri
困	quen
登	dej
姐	zr
預	yv
耳	yi
席	zrk
席	zik
夢	muj
朱	zv
組	zou
旁	poj
份	fen
禁	gem
禁	kem
套	tou
亞	a
益	yik
探	tam
康	hoj
增	zej
詩	si
戲	hri
伯	bak
曉	hiu
含	hem
勞	lou
恩	yen
頂	drj
頂	dij
君	gwen
莊	zoj
謂	wei
付	fu
田	tin
畢	bed
紙	zi
研	yin
虛	hxi
怪	gwai
寧	nij
替	tei
犯	fan
燈	dej
優	yeu
您	nri
姓	sij
例	lei
絲	si
蓋	goi
蓋	koi
誤	j
架	ga
幸	hej
隱	yen
股	gu
毒	duk
娘	nxj
佔	zim
智	zi
佛	fed
床	coj
米	mei
凡	fan
介	gai
徵	zij
彩	coi
演	yin
射	sr
祖	zou
欲	yuk
束	cuk
獲	wai
獲	wok
舞	mou
聖	sij
夥	fo
梅	mui
普	pou
借	zr
私	si
源	yvn
鎮	zen
睡	sxi
緩	wun
升	sij
升	sxj
納	nap
織	zik
歌	go
宮	guj
概	koi
野	yr
醒	srj
醒	sij
夏	ha
互	wu
積	zik
街	gai
牌	pai
休	yeu
搖	yiu
洋	yxj
敗	bai
監	gam
骨	gwed
批	pei
兄	hij
刀	dou
網	moj
率	lxd
率	sxd
庭	tij
熟	dek
熟	suk
創	coj
訪	foj
硬	jaj
仁	yen
菜	coi
丁	dij
綠	luk
牛	jeu
牛	pri
避	bri
陰	yem
拍	pak
雄	huj
祕	bri
缺	kvd
卷	gvn
姑	gu
尼	nri
尼	noi
油	yeu
恐	huj
玩	wan
玩	wun
釋	sik
遍	pin
握	ak
握	ek
球	keu
降	goj
降	hoj
慮	lxi
榮	wij
策	cak
肉	yeu
肉	yuk
媽	ma
迷	mei
檢	gim
伸	sen
歐	eu
攻	guj
練	lin
育	yuk
危	jei
廳	trj
啊	a
睛	zij
擺	bai
茶	ca
勇	yuj
判	pun
材	coi
抱	bou
抱	pou
亦	yik
妻	cei
吸	kep
喝	hod
趣	cxi
嘴	zxi
逐	zuk
操	cou
午	j
吉	ged
浪	loj
輪	lxn
默	mek
毫	hou
冰	bij
珠	zv
階	gai
孔	huj
徐	cxi
固	gu
偏	pin
陸	luk
諸	zv
遺	wei
爺	yr
述	sxd
帝	dei
閉	bei
補	bou
編	pin
巨	gxi
透	teu
弄	luj
尤	yeu
魯	lou
擁	yuj
錄	luk
吳	j
牆	cxj
貨	fo
弱	yxk
敵	dik
挑	tiu
寬	fun
跡	zik
抽	ceu
忍	yen
折	sid
折	zip
折	zid
輸	sv
穩	wen
皇	woj
桌	cxk
獻	hin
蒙	muj
紛	fen
麻	ma
洗	sei
評	pij
掛	gwa
童	tuj
尊	zvn
舍	sr
唯	wei
博	bok
劇	krk
乃	nai
混	wen
彈	dan
彈	tan
附	fu
遲	ci
敬	gij
杯	bui
魚	yv
控	huj
塞	coi
塞	sek
劍	gim
厚	heu
佳	gai
測	cak
測	cek
訓	fen
牙	ja
洞	duj
淡	dam
淡	tam
盛	sij
縣	yvn
芳	foj
雅	a
雅	ja
革	gak
款	fun
橫	waj
橫	zv
累	lxi
擇	zak
乘	sij
刺	ci
載	zoi
猛	maj
逃	tou
構	geu
構	keu
趙	ziu
杜	dou
慶	hij
途	tou
奔	ben
虎	fu
巧	hau
巧	kiu
抗	koj
針	zem
徒	tou
圓	yvn
閃	sim
谷	guk
谷	yuk
紹	siu
聚	zxi
額	jak
健	gin
誠	sij
鮮	sin
淚	lxi
閒	han
均	gwen
序	zxi
震	zen
仿	foj
仿	poj
緣	yvn
戴	dai
婚	fen
篇	pin
亡	moj
奶	nai
忠	zuj
煩	fan
賽	coi
鬧	nau
協	hip
傑	gid
殘	can
懂	duj
丹	dan
柳	leu
妹	mui
映	yij
橋	kiu
嘆	tan
愈	yv
旅	lxi
授	seu
享	hxj
暴	bou
偷	teu
藍	lam
氏	si
寒	hon
宜	yi
棄	hri
豐	fuj
延	yin
輩	bui
搶	cxj
顏	jan
贊	zan
典	din
冒	mou
眉	mri
燒	siu
廠	coj
廠	hon
唱	cxj
庫	fu
川	cvn
辭	ci
伴	bun
怒	nou
型	yij
純	sxn
貝	bui
票	piu
隔	gak
窮	kuj
拜	bai
審	sem
倫	lxn
悲	bri
柔	yeu
啟	kei
減	gam
頁	yip
縱	zuj
掃	sou
偉	wei
迫	bak
迫	bik
振	zen
瑞	sxi
丈	zxj
樑	lxj
洲	zeu
槍	cxj
央	yaj
央	yxj
觸	zuk
予	yv
孤	gu
縮	suk
洛	lok
損	svn
促	cuk
番	fan
番	pun
罷	ba
宋	suj
奮	fen
銷	siu
幕	mok
猶	yeu
鎖	so
珍	zen
擡	toi
陪	pui
妙	miu
摸	mo
峰	fuj
勁	gij
鏡	grj
沈	cem
沈	sem
奪	dvd
昨	zok
哭	huk
訊	sxn
貌	mau
謀	meu
泰	tai
側	zek
貧	pen
扶	fu
阻	zo
貼	tip
申	sen
岸	jon
彼	bri
賞	sxj
版	ban
抵	dei
澤	zak
插	cap
迅	sxn
憑	pej
伊	yi
潮	ciu
咱	za
仙	sin
仙	sij
符	fu
宇	yv
肩	gin
嘗	sxj
遞	dei
燕	yin
潔	gid
拒	kxi
郎	loj
凝	yij
淨	zrj
淨	zij
遭	zou
儀	yi
薄	bok
卡	ka
卡	kad
末	mud
勒	lak
勒	lek
烏	wu
森	sem
諾	nok
呀	a
壯	zoj
憂	yeu
沿	yvn
慣	gwan
丟	diu
季	gwei
企	kri
壁	bik
惜	sik
婆	po
婆	sik
袋	doi
朗	loj
零	lij
辛	sen
憶	yik
努	nou
舒	sv
枝	zi
鳳	fuj
滅	mid
韓	hon
膽	dam
灰	fiu
灰	fui
旦	dan
孟	maj
陷	ham
俗	zuk
繞	yiu
疾	zed
瞧	ciu
洪	huj
甲	gap
帳	zxj
糊	wu
泛	fan
皆	gai
碰	puj
吹	cxi
碼	ma
奉	fuj
箱	sxj
胸	huj
堆	dxi
狂	quoj
仲	zuj
圈	gvn
圈	hvn
冬	duj
餐	can
厲	lei
腿	txi
尖	zim
括	kud
佩	pui
鬼	gwei
鬼	sik
欣	yen
垂	sxi
躍	yxk
港	goj
騙	pin
融	yuj
撞	zoj
塔	tap
紫	zi
蕩	doj
敏	men
鄭	zrj
賴	dri
賴	lai
滑	wad
允	wen
鳥	niu
鳥	wu
課	fo
暫	zam
瓦	ja
祥	cxj
染	yim
滾	gwen
浮	feu
粗	cou
刑	yij
輛	lxj
狗	geu
撲	bok
撲	pok
稍	sau
秦	cxn
扎	zad
魂	wan
魂	wen
島	dou
騰	tej
臣	sen
琴	kem
悉	sik
絡	lok
摩	mo
措	cou
域	wik
冠	gun
竹	zuk
殊	sv
豪	hou
呆	joi
薩	sad
旋	svn
喊	ham
寄	gri
悄	ciu
倍	pui
祝	zuk
剩	sij
剩	zij
督	duk
旗	kri
返	fan
召	ziu
徹	cid
賓	ben
甘	gem
吐	ded
吐	tou
喬	kiu
腰	yiu
拔	bed
幅	fuk
違	wei
詳	cxj
臂	bri
尺	crk
飲	yem
顆	fo
涉	sip
逼	bik
競	gij
培	pui
惠	wei
虧	quei
叔	suk
伏	buk
伏	fuk
喚	wun
雞	gei
鄰	lxn
池	ci
怨	yvn
奧	ou
侯	heu
騎	gri
騎	kr
騎	kri
漫	man
拖	to
俊	zxn
尾	mri
恨	hen
貫	gun
凌	lij
兼	gim
碎	sxi
晨	sen
罰	fed
鋪	pou
濃	nuj
伍	j
宿	seu
宿	suk
泉	cvn
井	zrj
繁	fan
粉	fen
緒	sxi
築	zuk
恢	fui
匹	ped
塵	cen
輝	fei
魔	mo
仰	yxj
仰	joj
董	duj
描	miu
距	kxi
盜	dou
渡	dou
勤	ken
勸	hvn
蓮	lin
坦	tan
搭	dap
挺	tij
蹤	zuj
幽	yeu
截	zid
荒	foj
恰	hep
慧	wei
慧	wei}
邦	boj
頗	po
焦	ziu
醉	zxi
廢	fei
掩	yim
籤	cim
喪	soj
災	zoi
鼻	bri
侵	cem
陶	tou
肅	suk
裁	coi
俱	kxi
磨	mo
析	sik
獎	zxj
匆	cuj
瓶	prj
瓶	pij
泥	nei
拾	sep
涼	lxj
麥	mek
鋼	goj
湧	cuj
湧	yuj
潛	cim
隆	luj
津	zxn
搞	gau
蛋	dan
奈	noi
擾	yiu
耐	noi
傅	fu
錦	gem
播	bo
墨	mek
偶	jeu
捕	bou
惑	wak
飄	piu
屈	wed
鳴	mij
擠	zei
毀	wei
斜	cr
啦	la
汙	wu
赤	crk
慰	wei
飾	sik
鋒	fuj
覆	fuk
湯	toj
壽	seu
跨	qua
羊	yxj
航	hoj
拳	kvn
盟	mej
廷	tij
盧	lou
嚇	ha
嚇	hak
寂	zik
荷	ho
亭	tij
曼	man
呂	lxi
寸	cvn
衡	hej
狠	hen
郭	gwok
奏	zeu
割	god
閣	gok
汗	hon
箭	zin
埋	mai
撥	bud
撥	pud
頻	pen
屏	bij
屏	pij
坡	bo
宏	wej
黎	lei
猜	cai
萊	loi
障	zxj
患	wan
牢	lou
搜	seu
賢	yin
賀	ho
遷	cin
欺	hri
裂	lid
鞋	hai
撫	fu
罵	ma
乏	fed
拼	prj
拼	pij
俄	jo
闊	fud
礙	joi
搬	bun
夾	gap
夾	gep
夾	grp
夾	gip
遙	yiu
牽	hin
駕	ga
爸	ba
踏	dap
添	tim
襲	zap
扣	keu
艾	jai
鄧	dej
凶	huj
殿	din
訂	drj
訂	dij
昏	fen
肚	tou
匯	wui
驅	kxi
核	hed
核	wed
桑	soj
孝	hau
棋	kri
咬	jau
疏	so
邀	yiu
仔	zei
仔	zeu
仔	zi
巡	cxn
嘉	ga
冊	cak
仇	seu
串	cvn
糧	lxj
齡	lij
宅	zak
扭	neu
嫁	ga
蒼	coj
戒	gai
賈	ga
賈	gu
崇	suj
翠	cxi
嶽	jok
蟲	cuj
椅	yi
暖	nvn
曹	cou
慕	mou
灣	wan
彎	wan
捉	zuk
濤	tou
柱	cv
糾	deu
糾	geu
邪	cr
譯	yik
刊	hon
朵	do
浩	hou
翼	yik
吟	yem
吟	jem
悶	mun
幼	yeu
昌	cxj
羽	yv
吾	j
柏	pak
植	zik
哀	oi
慘	cam
辯	bin
肥	fri
憐	lin
傲	jou
潤	yxn
扇	sin
聰	cuj
聊	liu
纖	cim
纖	hin
鑑	gam
吞	ten
估	gu
赫	hak
堪	hem
陵	lij
趨	cxi
牧	muk
漂	piu
盈	yij
攝	sip
欠	him
擴	koj
擴	quok
擴	quoj
覽	lam
譽	yv
姿	zi
霞	ha
豔	yim
豈	hri
屍	si
閱	yvd
幻	wan
龐	poj
稀	hri
勃	bud
抖	deu
瘋	fuj
御	yv
療	liu
爬	pa
籍	zik
敲	hau
愁	seu
淺	cin
憤	fen
魏	jei
鑽	zvn
馮	fuj
袖	zeu
悅	yvd
欄	lan
櫃	gwei
塗	tou
飽	bau
揭	kid
邁	mai
卿	hij
倆	lxj
躲	do
壇	tam
壇	tan
巖	jam
勾	eu
勾	geu
勾	jeu
偽	jei
購	geu
購	keu
汪	woj
韋	wei
霧	mou
曰	yxk
曰	yvd
廟	miu
貢	guj
租	zou
呈	cij
媒	mui
艱	gan
嫌	yim
窩	wo
矛	mau
葛	god
循	cxn
旨	zi
忌	gri
燃	yin
豆	deu
呵	a
呵	ho
挖	wa
挖	wad
戀	lvn
娜	na
娜	no
駐	zv
跌	did
捷	zid
桃	tou
赴	fu
誘	yeu
僕	buk
僕	fu
僕	puk
昂	joj
夕	zik
甜	tim
昭	ciu
厭	yim
摘	zak
耶	yr
脣	sxn
劫	gip
爆	bau
援	wun
姜	gxj
稿	gou
蒂	dei
辨	bin
醜	ceu
擦	cad
桂	gwei
梯	tei
炮	pau
瓜	gwa
腐	
腐	fu
銅	tuj
瘦	seu
惟	wei
遵	zxn
慌	foj
賭	dou
叢	cuj
擋	doj
稅	sxi
爛	lan
盒	hep
霸	ba
逢	fuj
牲	saj
牲	sej
悟	j
撐	caj
擬	yi
扮	ban
酸	svn
卓	cxk
卓	zxk
漠	mok
凱	hoi
羞	seu
署	cv
刷	cad
刷	sad
廉	lim
炸	za
熊	huj
償	sxj
汽	hri
彌	mri
彌	nri
績	zik
蕭	siu
剪	zin
盾	txn
宴	yin
售	seu
億	yik
帽	mou
痴	ci
溝	geu
溝	keu
惱	nou
斤	gen
寺	zi
輯	cep
倉	coj
溼	sep
貪	tam
滴	dik
贏	yrj
贏	yij
疼	tej
疼	tuj
痕	hen
縫	fuj
慈	ci
役	yik
悔	fui
殷	yen
殷	yin
賦	fu
噴	pen
伐	fed
漏	leu
蛇	sr
堡	bou
鼠	sv
脈	mek
撤	cid
慎	sen
妨	foj
玄	yvn
債	zai
扯	cr
耀	yiu
禍	wo
逸	yed
穆	muk
煉	lin
爐	lou
腹	fuk
戈	gwo
液	yik
抑	yik
掙	zaj
掙	zej
舟	zeu
懸	yvn
勵	lei
籌	ceu
晶	zij
敘	zxi
迪	dik
臥	jo
鍵	gin
碗	wun
鴻	huj
芝	zi
渾	wen
攔	lan
纏	cin
鈴	lij
拆	cak
恆	hej
昆	gwen
昆	quen
爹	dr
卜	bak
卜	bok
卜	buk
嘛	ma
耗	hou
碧	bik
髒	zoj
貓	mau
悠	yeu
霍	fok
霜	sxj
拋	pau
謹	gen
轟	fej
轟	gwej
苗	miu
轎	giu
轎	kiu
奴	nou
嶺	lrj
嶺	lij
郵	yeu
繩	sij
逆	yik
逆	jak
茫	moj
躺	toj
翁	yuj
撒	sad
鷹	yij
暢	cxj
紋	men
崔	cxi
抹	mad
抹	mud
晴	cij
嬌	giu
吻	men
繪	kui
披	pri
吊	diu
獄	yuk
芬	fen
敦	dxn
劣	lvd
溪	kei
懼	gxi
辱	yuk
昔	sik
踐	cin
辰	sen
填	tin
晉	zxn
雕	diu
鬱	yuk
鬱	wed
賜	ci
矩	gxi
冤	yvn
豬	zv
狼	loj
菲	fri
勉	min
叉	ca
跪	gwei
矣	yi
滋	zi
礎	co
姆	mou
兆	siu
頸	grj
衫	sam
捧	puj
賊	cak
睜	zaj
睜	zej
闖	coj
驟	zau
驟	zeu
毅	jei
籠	luj
丘	yeu
妥	to
衰	sxi
銳	yxi
歇	hid
湊	ceu
棉	min
柴	cai
韻	wen
胞	bau
墓	mou
巾	gen
遂	sxi
恭	guj
炎	yim
貞	zij
誓	sei
催	cxi
脅	hip
檔	doj
甫	fu
甫	pou
玲	lij
虹	huj
棒	paj
馳	ci
哲	zid
疊	dap
疊	dip
傻	so
璃	lri
鞭	bin
鵬	paj
押	ad
押	yap
翔	cxj
址	zi
貿	meu
崗	goj
腸	cxj
廊	loj
胖	bun
盼	pan
疲	pri
駛	sei
舌	sid
洩	sid
齒	ci
戚	cik
湘	sxj
臭	ceu
仗	zxj
晃	foj
蝶	dip
蓬	fuj
蓬	puj
謙	him
餓	jo
衷	cuj
萍	pij
漲	zxj
葬	zoj
幣	bei
吵	cau
潘	pun
遮	zr
拓	tap
拓	tok
獵	lip
儲	cv
渴	hod
逝	sei
彭	paj
惹	yr
袁	yvn
顫	zin
脆	cxi
娃	wa
瞬	sxn
膚	fu
嫂	sou
灑	sa
侍	si
履	lri
履	lxi
挨	ai
挨	jai
淑	suk
廚	cxi
廚	cv
獸	seu
薛	sid
旺	woj
欽	yem
鶴	hok
婉	yvn
械	hai
削	sxk
喘	cvn
竊	sid
愧	quei
銘	mij
裕	yv
帥	sxi
宰	zoi
杭	hoj
紗	sa
埃	ai
埃	oi
樸	pok
酷	huk
繡	seu
遣	hin
贈	zej
誼	yi
耕	gaj
耕	gej
函	ham
掘	gwed
鏈	lin
豫	yv
賠	pui
灌	gun
斥	cik
診	cen
皺	cau
皺	zeu
畏	wei
溜	leu
溜	liu
誇	qua
攜	quei
琳	lem
粒	lep
粒	nep
愚	yv
屆	gai
穴	yvd
玻	bo
淵	yvn
輔	fu
遼	liu
帕	pak
攤	tan
裹	gwo
喂	wei
籲	hxi
籲	yv
屠	tou
疆	gxj
盆	pun
氛	fen
瑪	ma
綜	zuj
症	zij
弗	fed
弗	fid
闢	bik
闢	pik
峽	hap
郊	gau
蔡	coi
拐	gwai
筒	tuj
挽	wan
棵	fo
糟	zou
攀	pan
菊	guk
砍	hem
褲	fu
眠	min
杆	gon
蓄	cuk
綁	boj
涵	ham
綿	min
啞	a
啞	ek
漁	yv
鑰	yxk
寡	gwa
諒	lxj
慨	koi
凍	duj
狐	wu
軌	gwei
爵	zxk
拘	kxi
懶	lan
枚	mui
犧	hri
煌	woj
奸	gan
碑	bri
祭	zei
媚	mri
剝	
剝	mok
鍋	wo
潑	pud
腔	hoj
妖	yiu
乞	hed
姚	yiu
歪	mr
歪	wai
乙	yvd
芒	moj
舅	keu
扔	yij
扔	wij
枯	fu
饒	yiu
哩	lr
哩	li
爽	soj
柯	o
趁	cen
譜	pou
契	kei
契	kid
弦	yin
弦	yvn
掠	lxk
汝	yv
寨	zai
鹽	yim
簾	lim
翰	hon
焰	yim
儒	yv
愉	yv
肖	ciu
尉	wei
裙	quen
桶	tuj
俠	hap
俠	hep
盯	drj
盯	dij
訝	ja
誕	dan
隸	dei
勿	med
抄	cau
姊	zi
礦	quoj
袍	pou
泡	bou
泡	pau
泡	pou
踢	trk
倚	yi
泊	bok
泊	pak
咽	yin
咽	yid
罩	zau
哦	jo
哦	o
瓊	kij
乳	yv
倘	sxj
倘	toj
膀	boj
膀	poj
堵	dou
嚷	yxj
尹	wen
薦	zin
