2304,な
2299,訓
2297,騎
2293,Ｒ
2246,茸
2243,架
2238,薄
2224,や
2217,遍
2207,キ
2194,柔
2188,檻
2188,季
2178,ヨ
2175,屍
2170,博
2162,暖
2159,庇
2147,矛
2142,輝
2140,ｋ
2139,ｗ
2132,帖
2126,同
2121,痕
2115,腑
2104,鍬
2098,唾
2095,椀
2092,失
2091,鞍
2089,皆
2086,操
2084,碁
2076,投
2064,貧
2056,ｈ
2052,斧
2041,肴
2038,屁
2027,丙
2024,ナ
2012,畝
2004,渚
1996,妃
1993,典
1989,廟
1971,袂
1966,准
1941,垣
1940,燗
1931,範
1929,想
1928,限
1927,萩
1919,臼
1906,秤
1904,飲
1904,γ
1895,ｎ
1888,候
1883,樋
1880,鯔
1879,誉
1870,鼓
1861,寅
1845,弧
1838,尼
1838,Ｍ
1835,朧
1831,敗
1826,孝
1825,脾
1812,壬
1800,竃
1795,資
1794,孤
1789,獏
1787,異
1786,在
1769,私
1765,童
1760,ｔ
1753,謀
1741,紗
1740,巡
1735,決
1734,敬
1704,怪
1699,簡
1683,禊
1679,算
1672,郭
1669,堅
1661,挙
1657,翁
1651,酉
1650,凸
1648,久
1643,癪
1629,武
1624,狂
1623,豚
1619,澪
1618,梢
1617,奏
1616,灘
1610,唄
1609,繭
1602,峡
1600,原
1598,陶
1577,ｔ
1573,諸
1571,盃
1571,猟
1559,亦
1555,賊
1555,拝
1540,卦
1536,墳
1532,葛
1532,ｄ
1527,菱
1526,壇
1518,箔
1504,丹
1489,潜
1488,呪
1487,聾
1486,喪
1480,稜
1476,抗
1471,楔
1468,存
1465,摩
1447,隋
1424,緩
1423,亥
1423,礫
1421,雁
1414,禄
1410,征
1406,丑
1406,糠
1405,朗
1399,望
1391,脛
1384,模
1381,緋
1362,買
1339,蔓
1327,橙
1325,健
1322,賦
1321,ｒ
1321,附
1320,狡
1318,餡
1316,建
1314,即
1311,柴
1306,呼
1304,幣
1297,価
1294,卯
1294,枚
1291,π
1289,旧
1277,侭
1269,侯
1267,ｉ
1258,よ
1255,榊
1254,ｙ
1245,免
1243,反
1242,牢
1236,艘
1235,燐
1230,轍
1228,粟
1228,戌
1224,簾
1215,ｇ
1211,焼
1210,杵
1210,辻
1209,錨
1208,復
1206,昴
1204,称
1202,渋
1200,縫
1199,槌
1194,威
1193,茅
1193,紬
1192,新
1189,ω
1189,紺
1189,籾
1187,茜
1175,ｆ
1171,準
1171,涼
1170,邑
1168,ｖ
1165,黍
1162,蔦
1156,脱
1150,刷
1150,ヘ
1143,潤
1141,φ
1139,θ
1138,盗
1136,津
1124,賀
1122,江
1115,臆
1105,厨
1102,Ｇ
1101,鋲
1091,Ω
1088,分
1085,曙
1083,韻
1063,ａ
1062,萌
1061,戊
1054,舅
1052,σ
1050,虚
1038,爾
1037,楚
1032,壱
1031,遇
1030,棗
1024,環
1024,讃
1023,Δ
1016,凪
1009,伏
1008,撰
998,瑞
995,巴
989,框
986,恒
985,栄
983,察
977,啓
971,潟
970,雅
963,刈
960,把
959,腿
952,鵜
952,獄
945,劫
945,み
939,双
937,未
933,ｚ
932,寡
930,ヤ
928,懇
924,菅
917,隈
914,詠
911,若
903,概
902,Ω
899,厄
889,好
880,醤
879,粕
870,幟
868,徹
864,硯
864,ワ
845,鰆
843,ｏ
839,勲
836,肋
826,忌
820,廊
819,尋
813,庚
808,述
804,蓑
803,奪
799,幌
798,聯
785,襞
782,苞
779,鉄
774,鵬
759,督
746,廠
745,偈
740,射
737,寛
735,臥
735,多
734,窪
730,櫂
730,謝
726,答
718,等
715,厘
714,δ
709,卜
705,ε
699,朴
689,媚
668,槙
663,洛
662,斤
655,ｌ
654,輿
650,賽
650,癸
648,零
648,駄
647,累
645,淀
642,萼
639,魅
638,倅
631,竈
631,屯
631,稗
629,但
625,鋤
608,麩
608,渠
607,鍔
604,朕
602,纏
600,礁
595,覇
594,喝
594,楮
594,徴
593,蓼
593,砥
587,倫
583,鼎
583,λ
582,比
577,閏
575,篠
572,麿
570,籐
563,愈
563,絣
559,寂
554,疎
548,裁
542,狗
541,ど
540,滓
532,純
531,淳
525,陽
524,縛
523,了
522,聖
521,鐙
518,褥
517,鑿
513,撥
512,契
510,挺
509,逸
508,ｊ
503,匁
502,磔
501,ワ
499,緯
498,伽
496,Σ
495,矩
490,桂
488,巫
486,嵩
482,酌
473,櫃
472,姥
469,贅
468,臍
467,檄
463,鳶
462,舷
459,巽
458,杢
453,址
442,鈍
441,艀
438,訂
437,錘
436,毬
435,全
435,託
434,托
433,帥
427,浦
425,悦
422,骸
420,鴻
418,禿
418,夕
409,枷
408,鎬
406,燻
402,卍
399,珍
392,澱
391,荻
388,詣
384,ν
383,裳
378,蕪
376,旁
372,樺
371,薦
365,叙
364,諾
364,閥
359,鳳
357,諱
353,煩
348,賛
337,枢
336,篝
335,侠
335,舫
325,雹
322,Φ
321,τ
316,准
314,埴
309,揃
309,盟
307,甑
307,凧
305,寵
304,伍
257,廉
251,ソ
251,〒
250,繞
249,蒲
243,挟
242,罫
241,薙
239,詮
234,ｑ
230,祇
229,苧
229,髻
228,掾
227,榧
226,杼
223,裄
222,絽
220,巌
220,扉
219,苫
215,芥
211,唖
209,禍
209,哥
206,恕
205,笈
204,駐
203,駕
203,饗
203,箋
201,閂
200,蒜
199,豪
199,呈
198,手
197,蔀
196,κ
194,蕊
192,卓
192,鵺
192,弄
190,苅
190,槻
189,笏
186,奸
186,妓
184,梱
183,姦
183,ギ
182,袿
178,吽
169,筬
169,轂
169,杣
169,鬢
168,敏
167,艫
166,羹
166,椛
165,あ
165,佃
164,険
163,謚
160,銑
159,晦
159,贄
159,簗
158,媼
158,簓
158,貂
155,粁
150,燭
150,ψ
150,秣
147,辶
146,η
145,熾
143,衽
143,鄙
142,寓
141,轟
134,疳
133,褄
130,殯
130,樗
128,絢
128,ι
128,甍
127,沫
127,鬨
127,鋪
125,Ψ
123,狆
122,鬆
122,糎
121,痴
120,蟇
119,簀
119,ｖ
118,犂
116,鶚
112,曉
112,腓
111,椹
111,惰
111,造
109,Γ
105,癇
105,跋
100,英
100,マ
98,Å
98,襠
95,冪
95,哩
94,嘱
92,橿
92,Λ
91,ξ
91,僻
90,鮴
89,箙
87,瀞
87,葎
86,髢
86,擁
85,ｌ
84,堵
82,￡
79,ο
79,浬
79,岨
79,麸
75,甲
75,隙
72,噸
72,縹
71,梛
70,筧
70,女
70,調
69,薇
69,纜
69,捌
69,良
68,躯
67,喋
66,綛
66,棹
65,癜
65,蛟
63,鵠
63,塒
62,糒
61,Ζ
60,轅
57,簫
55,榾
53,賂
52,υ
52,厳
50,蛎
50,栢
49,儼
48,婬
48,鏑
48,瀕
48,莞
46,粃
46,独
45,纓
45,褻
44,ζ
44,鶲
43,拇
43,眇
42,雰
42,鶸
42,癰
41,栲
38,Ο
38,薹
37,柁
37,叺
37,硲
37,扮
36,Π
35,矧
35,粍
34,Θ
33,鳧
33,膕
33,蓍
32,瓠
32,輻
29,剛
28,鰌
27,嚥
27,蜷
27,蔕
26,僊
26,横
24,Η
24,瘧
24,帙
21,慶
21,蔟
20,縅
20,ｗ
19,Α
19,Ξ
19,鯀
19,鳰
19,潦
19,醢
19,本
17,Χ
17,鱚
17,訃
17,Β
16,勇
16,賢
15,嚔
15,漫
15,髱
13,Υ
13,鯒
13,齣
13,堺
13,鯢
12,Κ
12,駟
12,結
11,Ι
11,疔
10,錵
9,躄
9,参
9,梺
8,糅
7,後
7,疥
7,餞
7,鷭
7,程
7,Ρ
6,使
6,上
6,Τ
6,絖
6,渺
6,鰡
5,Ε
4,商
4,吭
4,Μ
4,妾
3,砺
3,布
3,椴
3,猯
2,週
1,朸
1,鰔
1,党
1,Ⅷ
1,鰉
1,立
